"Locus.1","Locus.2","p.val.Bird's Head-Summer_adj","p.val.Bird's Head-Winter_adj","p.val.HaevoSI-Summer_adj","p.val.HaevoSI-Winter_adj","p.val.In-water, CA_adj","p.val.In-water, Indonesia_adj","p.val.IsabelSI-South_adj","p.val.Malaysia_adj","p.val.PNG_adj","num.sig.adj.p"
"locus186","locus191",0.887666,NA,NA,NA,0.712644,NA,0.23629,0.712644,0.275768,0
"locus186","locus192",1,0.850764,NA,NA,0.850764,NA,0.975896,1,1,0
"locus186","locus195",0.059416,1,1,NA,1,NA,1,1,1,0
"locus186","locus202",1,1,NA,NA,1,NA,1,1,1,0
"locus186","locus215",0.68582,NA,NA,NA,1,NA,1,1,0.68582,0
"locus186","locus227",1,1,1,NA,1,NA,1,1,1,0
"locus186","locus231",1,1,1,NA,1,NA,0.713208,NA,1,0
"locus186","locus235",0.650676,1,NA,NA,1,NA,1,1,1,0
"locus186","locus236",1,0.711216,NA,NA,1,NA,1,1,1,0
"locus186","locus237",1,1,NA,NA,1,NA,1,1,1,0
"locus186","locus239",1,1,NA,NA,1,NA,1,1,1,0
"locus186","locus248",1,1,NA,NA,1,NA,0.8402,1,0.731448,0
"locus186","locus256",1,1,NA,NA,1,NA,1,NA,1,0
"locus186","locus263",1,0.55371,NA,NA,1,NA,1,NA,1,0
"locus186","locus264",1,1,NA,NA,1,NA,1,NA,0.82926,0
"locus186","locus274",1,0.6261,NA,NA,1,NA,0.6261,NA,1,0
"locus186","locus280",0.74272,0.74272,NA,NA,0.1396,NA,0.74272,NA,0.74272,0
"locus186","locus282",1,1,NA,NA,1,NA,1,NA,1,0
"locus186","locus286",1,1,NA,NA,1,NA,1,NA,0.60013,0
"locus186","locus291",1,1,NA,NA,1,NA,0.21098,NA,0.921776,0
"locus186","locus292",1,1,NA,NA,1,NA,1,NA,1,0
"locus186","locus296",1,0.85336,NA,NA,1,NA,1,NA,1,0
"locus186","locus301",1,0.539376,NA,NA,1,1,1,NA,1,0
"locus186","locus314",1,1,NA,NA,0.61134,NA,0.61134,NA,1,0
"locus186","locus321",1,1,NA,NA,1,NA,0.49333,NA,1,0
"locus186","locus323",1,1,NA,NA,1,NA,1,NA,0.12285,0
"locus186","locus332",1,0.1573,NA,NA,1,NA,1,NA,1,0
"locus186","locus358",1,1,NA,NA,1,NA,0.79716,NA,1,0
"locus186","locus359",0.79515,0.79515,NA,NA,1,NA,1,NA,1,0
"locus186","locus360",1,1,NA,NA,1,NA,1,NA,1,0
"locus188","locus189",1,1,NA,NA,1,NA,1,1,1,0
"locus188","locus191",1,NA,NA,NA,0.14639,NA,1,0.786296,0.786296,0
"locus188","locus192",1,1,NA,NA,1,NA,1,1,1,0
"locus188","locus195",1,1,1,NA,1,NA,0.257012,1,1,0
"locus188","locus202",1,1,NA,NA,1,NA,1,1,1,0
"locus188","locus215",1,NA,NA,NA,1,NA,0.72075,1,1,0
"locus188","locus227",1,1,1,NA,1,NA,1,1,1,0
"locus188","locus231",1,1,1,NA,1,NA,1,NA,1,0
"locus188","locus235",0.65454,1,NA,NA,1,NA,1,1,1,0
"locus188","locus236",1,1,NA,NA,1,NA,1,1,1,0
"locus188","locus237",1,1,NA,NA,1,NA,1,1,1,0
"locus188","locus239",1,0.49932,NA,NA,1,NA,0.688608,1,0.48672,0
"locus188","locus248",1,1,NA,NA,1,NA,0.800088,1,1,0
"locus188","locus256",1,0.2844,NA,NA,1,NA,0.2844,NA,0.898134,0
"locus188","locus263",1,1,NA,NA,1,NA,0.61351,NA,1,0
"locus188","locus264",1,1,NA,NA,1,NA,1,NA,0.59202,0
"locus188","locus274",0.76734,1,NA,NA,1,NA,1,NA,1,0
"locus188","locus280",0.853784,0.919488,NA,NA,0.72231,NA,0.919488,NA,0.853784,0
"locus188","locus282",0.76305,1,NA,NA,1,NA,0.76305,NA,1,0
"locus188","locus286",1,1,NA,NA,1,NA,1,NA,1,0
"locus188","locus291",1,1,NA,NA,1,NA,0.30992,NA,1,0
"locus188","locus296",0.26754,0.863632,NA,NA,0.863632,NA,0.863632,NA,0.863632,0
"locus188","locus301",1,1,NA,NA,1,1,1,NA,1,0
"locus188","locus314",1,1,NA,NA,0.71525,NA,1,NA,1,0
"locus188","locus321",0.21618,0.755024,NA,NA,1,NA,0.755024,NA,1,0
"locus188","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"locus188","locus323",1,1,NA,NA,1,NA,1,NA,1,0
"locus188","locus332",1,1,NA,NA,1,NA,1,NA,1,0
"locus188","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"locus188","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"locus188","locus360",1,1,NA,NA,1,NA,1,NA,1,0
"locus189","locus190",1,1,NA,NA,1,NA,1,1,1,0
"locus189","locus191",0.62748,NA,NA,NA,0.855176,NA,0.75195,0.29686,0.855176,0
"locus189","locus192",1,1,NA,NA,1,NA,1,1,1,0
"locus189","locus195",1,1,1,NA,1,NA,1,1,1,0
"locus189","locus202",1,1,NA,NA,1,NA,0.172212,1,1,0
"locus189","locus215",0.34986,NA,NA,NA,1,NA,1,1,1,0
"locus189","locus227",1,1,1,NA,1,NA,1,1,1,0
"locus189","locus231",1,0.40748,NA,NA,1,NA,1,NA,0.14338,0
"locus189","locus235",1,1,NA,NA,1,1,1,1,1,0
"locus189","locus236",0.69133,1,NA,NA,1,NA,0.277968,1,1,0
"locus189","locus239",0.728328,1,NA,NA,1,NA,1,1,1,0
"locus189","locus248",1,1,NA,NA,1,NA,1,1,1,0
"locus189","locus256",1,1,NA,NA,1,NA,1,NA,0.19466,0
"locus189","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus189","locus264",0.50572,1,NA,NA,1,NA,0.514064,NA,0.792018,0
"locus189","locus274",1,1,NA,NA,0.62169,NA,1,NA,1,0
"locus189","locus280",1,1,NA,NA,0.495832,NA,0.23249,NA,0.495832,0
"locus189","locus282",1,1,NA,NA,1,NA,1,NA,1,0
"locus189","locus286",1,1,NA,NA,1,NA,1,NA,1,0
"locus189","locus291",1,0.76668,NA,NA,1,NA,0.29182,NA,1,0
"locus189","locus292",0.672696,0.968268,NA,NA,1,NA,0.59166,NA,1,0
"locus189","locus296",1,0.36984,NA,NA,1,NA,1,NA,1,0
"locus189","locus301",1,1,NA,NA,1,NA,0.55563,NA,1,0
"locus189","locus314",1,1,1,1,1,NA,0.594412,NA,1,0
"locus189","locus321",0.12952,1,NA,NA,0.801544,NA,0.801544,NA,1,0
"locus189","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"locus189","locus323",1,1,NA,NA,1,NA,0.31605,NA,1,0
"locus189","locus329",0.20648,0.870752,NA,NA,0.870752,NA,1,NA,1,0
"locus189","locus332",1,1,NA,NA,1,1,1,NA,0.399588,0
"locus189","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"locus189","locus359",1,1,NA,NA,0.71423,NA,0.993864,NA,1,0
"locus189","locus360",1,1,NA,NA,1,NA,1,NA,1,0
"locus190","locus191",0.609328,NA,NA,NA,0.14058,NA,1,1,1,0
"locus190","locus192",0.071688,1,NA,NA,1,NA,1,1,1,0
"locus190","locus195",1,1,1,NA,1,NA,1,1,1,0
"locus190","locus202",1,1,NA,NA,1,NA,1,1,1,0
"locus190","locus215",0.59665,NA,NA,NA,1,NA,1,1,1,0
"locus190","locus227",1,1,1,NA,1,NA,1,1,1,0
"locus190","locus231",1,1,NA,NA,1,NA,0.86608,NA,1,0
"locus190","locus235",1,1,NA,NA,0.99078,1,1,1,1,0
"locus190","locus236",1,0.61441,NA,NA,1,NA,0.065784,1,1,0
"locus190","locus237",0.775578,0.947932,NA,NA,0.495248,NA,0.378012,0.947932,0.378012,0
"locus190","locus239",1,0.543588,NA,NA,1,NA,1,1,1,0
"locus190","locus248",1,0.88547,NA,NA,1,NA,0.53886,1,1,0
"locus190","locus256",1,1,NA,NA,0.99438,NA,1,NA,1,0
"locus190","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus190","locus264",1,1,NA,NA,1,NA,1,NA,1,0
"locus190","locus274",1,1,NA,NA,1,NA,0.627352,NA,0.1974,0
"locus190","locus280",1,1,NA,NA,1,NA,1,NA,1,0
"locus190","locus282",1,1,NA,NA,0.63851,NA,1,NA,1,0
"locus190","locus286",1,0.859024,NA,NA,1,NA,1,NA,0.21075,0
"locus190","locus291",1,0.4817,NA,NA,1,NA,1,NA,1,0
"locus190","locus292",0.228952,0.08552,NA,NA,0.691656,NA,0.938852,NA,0.938852,0
"locus190","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"locus190","locus301",0.8058,0.593742,NA,NA,0.496848,NA,0.873046,NA,0.272,0
"locus190","locus314",1,1,1,1,0.991102,NA,1,NA,1,0
"locus190","locus321",1,0.05031,NA,NA,0.705552,NA,0.705552,NA,1,0
"locus190","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"locus190","locus329",1,1,NA,NA,1,NA,1,NA,1,0
"locus190","locus332",0.979644,1,NA,NA,1,1,1,NA,1,0
"locus190","locus358",1,1,NA,NA,1,NA,0.58833,NA,1,0
"locus190","locus359",0.558282,0.89928,NA,NA,0.855352,NA,0.32023,NA,0.32023,0
"locus190","locus360",1,1,NA,NA,1,NA,0.93612,NA,1,0
"locus191","locus192",1,NA,NA,NA,1,NA,1,0.48172,1,0
"locus191","locus195",1,NA,1,NA,1,NA,1,1,1,0
"locus191","locus202",1,NA,NA,NA,1,NA,1,1,1,0
"locus191","locus215",1,NA,NA,NA,1,NA,1,1,1,0
"locus191","locus227",1,NA,1,NA,1,NA,1,1,1,0
"locus191","locus231",1,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus235",1,NA,NA,NA,1,NA,1,1,1,0
"locus191","locus236",1,NA,NA,NA,1,NA,1,1,1,0
"locus191","locus237",0.853808,NA,NA,NA,1,NA,0.39008,1,1,0
"locus191","locus239",1,NA,NA,NA,1,NA,0.74148,1,1,0
"locus191","locus248",1,NA,NA,NA,1,NA,1,1,0.22708,0
"locus191","locus256",1,NA,NA,NA,0.65792,NA,1,NA,0.65792,0
"locus191","locus263",0.457144,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus274",0.757696,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus280",0.196194,NA,NA,NA,0.85378,NA,0.053208,NA,0.85378,0
"locus191","locus282",1,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus286",1,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus291",0.969184,NA,NA,NA,0.969184,NA,0.969184,NA,0.969184,0
"locus191","locus292",0.770638,NA,NA,NA,0.347568,NA,0.107192,NA,0.431252,0
"locus191","locus296",1,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus301",1,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus314",1,NA,1,NA,0.23168,NA,1,NA,1,0
"locus191","locus321",0.596184,NA,NA,NA,0.596184,NA,0.321496,NA,1,0
"locus191","locus322",0.438936,NA,NA,NA,0.860004,NA,0.143192,NA,1,0
"locus191","locus323",1,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus329",1,NA,NA,NA,1,NA,1,NA,0.489264,0
"locus191","locus332",0.948888,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus358",1,NA,NA,NA,1,NA,1,NA,1,0
"locus191","locus359",1,NA,NA,NA,1,NA,0.97236,NA,1,0
"locus191","locus360",1,NA,NA,NA,1,NA,1,NA,1,0
"locus192","locus195",1,1,1,NA,1,NA,1,1,1,0
"locus192","locus202",1,1,NA,NA,1,1,1,1,1,0
"locus192","locus215",1,NA,NA,NA,1,NA,1,0.71565,1,0
"locus192","locus227",1,1,1,NA,1,NA,1,1,1,0
"locus192","locus231",0.32324,1,NA,NA,1,NA,1,NA,0.932048,0
"locus192","locus235",1,0.37978,NA,NA,1,NA,0.291684,1,1,0
"locus192","locus236",0.915756,1,NA,NA,1,NA,1,1,1,0
"locus192","locus237",1,1,NA,NA,1,1,1,1,1,0
"locus192","locus239",1,1,NA,NA,0.851688,NA,1,1,1,0
"locus192","locus248",1,1,NA,NA,1,1,1,1,1,0
"locus192","locus256",0.91478,1,NA,NA,1,NA,1,NA,1,0
"locus192","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus192","locus264",1,1,NA,NA,0.56836,NA,0.46553,NA,1,0
"locus192","locus274",1,1,NA,NA,1,NA,1,NA,1,0
"locus192","locus280",0.24099,1,NA,NA,1,NA,1,NA,0.754096,0
"locus192","locus282",1,1,NA,NA,1,NA,1,NA,1,0
"locus192","locus286",1,0.87393,NA,NA,1,NA,1,NA,1,0
"locus192","locus291",1,1,NA,NA,1,NA,1,NA,1,0
"locus192","locus292",1,1,NA,NA,1,NA,0.83092,NA,0.972664,0
"locus192","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"locus192","locus301",1,1,1,NA,1,NA,1,NA,1,0
"locus192","locus314",1,0.81451,NA,NA,1,NA,1,NA,1,0
"locus192","locus321",1,0.158148,NA,NA,1,1,1,NA,0.66715,0
"locus192","locus322",0.932826,0.606056,NA,NA,1,NA,1,NA,0.53589,0
"locus192","locus323",1,1,NA,NA,1,NA,1,NA,1,0
"locus192","locus329",0.387852,0.825776,NA,NA,1,1,0.825776,NA,0.387852,0
"locus192","locus332",1,1,1,NA,1,NA,1,NA,1,0
"locus192","locus358",1,0.24316,NA,NA,1,NA,1,NA,0.520048,0
"locus192","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"locus192","locus360",1,1,NA,NA,1,1,0.543612,NA,1,0
"locus195","locus202",1,0.977032,NA,NA,1,1,1,1,1,0
"locus195","locus215",1,NA,NA,NA,1,NA,1,1,1,0
"locus195","locus227",1,1,1,NA,1,NA,1,1,1,0
"locus195","locus231",1,1,NA,NA,1,NA,1,NA,1,0
"locus195","locus235",1,1,NA,NA,1,NA,1,1,1,0
"locus195","locus236",1,1,NA,NA,1,NA,1,1,1,0
"locus195","locus237",1,0.837522,NA,NA,1,1,1,1,1,0
"locus195","locus239",0.91416,1,NA,NA,1,NA,1,0.857652,0.91416,0
"locus195","locus248",1,1,NA,NA,0.65688,1,1,1,1,0
"locus195","locus256",1,0.23167,NA,NA,1,NA,1,NA,1,0
"locus195","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus195","locus264",1,1,NA,NA,1,NA,1,NA,1,0
"locus195","locus274",1,0.49708,NA,NA,1,NA,1,NA,1,0
"locus195","locus280",1,1,NA,NA,1,1,0.193236,NA,1,0
"locus195","locus282",1,1,NA,NA,1,NA,1,NA,1,0
"locus195","locus286",1,1,NA,NA,1,NA,0.73638,NA,1,0
"locus195","locus291",0.99594,0.271216,NA,NA,1,NA,0.634356,NA,0.23357,0
"locus195","locus292",1,1,NA,NA,1,NA,1,NA,1,0
"locus195","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"locus195","locus301",1,1,1,NA,1,NA,0.69588,NA,1,0
"locus195","locus314",1,1,NA,1,1,NA,1,NA,1,0
"locus195","locus321",1,1,NA,NA,1,1,1,NA,0.491124,0
"locus195","locus322",1,0.68472,NA,NA,0.797216,NA,1,NA,1,0
"locus195","locus323",1,1,NA,NA,1,NA,0.74648,NA,0.840448,0
"locus195","locus329",1,1,NA,NA,1,NA,1,NA,1,0
"locus195","locus332",0.589044,1,1,NA,1,NA,1,NA,1,0
"locus195","locus358",1,0.391784,NA,NA,1,NA,0.30758,NA,1,0
"locus195","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"locus195","locus360",1,1,NA,NA,1,NA,1,NA,0.18181,0
"locus202","locus215",1,NA,NA,NA,1,NA,1,1,1,0
"locus202","locus227",1,1,1,NA,1,1,1,1,0.529136,0
"locus202","locus231",1,1,NA,NA,1,NA,1,NA,1,0
"locus202","locus235",1,1,NA,NA,0.857628,NA,0.89238,1,1,0
"locus202","locus236",1,1,NA,NA,1,NA,1,1,1,0
"locus202","locus237",1,1,NA,NA,1,NA,1,1,1,0
"locus202","locus239",1,1,NA,NA,1,NA,1,1,1,0
"locus202","locus256",1,0.14503,NA,NA,1,NA,1,NA,1,0
"locus202","locus263",1,0.26399,NA,NA,1,NA,1,NA,1,0
"locus202","locus264",1,1,NA,NA,1,NA,0.08021,NA,1,0
"locus202","locus274",0.81079,1,NA,NA,1,NA,1,NA,0.81079,0
"locus202","locus280",1,1,NA,NA,1,NA,1,NA,1,0
"locus202","locus282",1,1,NA,NA,1,NA,0.68373,NA,1,0
"locus202","locus286",0.721496,0.41559,NA,NA,1,NA,1,NA,1,0
"locus202","locus292",1,0.395288,NA,NA,1,NA,0.35013,NA,1,0
"locus202","locus296",1,1,NA,NA,0.23858,NA,1,NA,1,0
"locus202","locus301",0.541788,1,1,NA,1,NA,1,NA,1,0
"locus202","locus314",1,1,NA,1,1,NA,1,NA,1,0
"locus202","locus321",1,1,NA,NA,1,NA,1,NA,1,0
"locus202","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"locus202","locus323",1,1,NA,NA,1,NA,1,NA,1,0
"locus202","locus329",1,1,NA,NA,1,NA,1,NA,1,0
"locus202","locus332",1,1,1,NA,1,NA,1,NA,1,0
"locus202","locus358",1,1,NA,NA,1,NA,0.16831,NA,1,0
"locus202","locus359",1,1,NA,NA,1,NA,0.19026,NA,1,0
"locus202","locus360",0.49482,1,NA,NA,1,NA,1,NA,1,0
"locus215","locus227",1,NA,1,NA,1,NA,1,1,1,0
"locus215","locus231",1,NA,NA,NA,1,NA,1,NA,1,0
"locus215","locus235",0.785144,NA,NA,NA,1,NA,1,1,0.62448,0
"locus215","locus236",1,NA,NA,NA,1,NA,1,1,1,0
"locus215","locus237",0.27606,NA,NA,NA,1,NA,0.433672,0.999606,1,0
"locus215","locus239",0.421256,NA,NA,NA,1,NA,0.30239,1,1,0
"locus215","locus248",1,NA,NA,NA,1,NA,1,1,0.71698,0
"locus215","locus256",1,NA,NA,NA,1,NA,1,NA,1,0
"locus215","locus263",1,NA,1,NA,0.7053,NA,1,NA,1,0
"locus215","locus264",1,NA,NA,NA,1,NA,0.305368,NA,1,0
"locus215","locus274",0.52518,NA,NA,NA,0.238184,NA,0.24147,NA,0.775586,0
"locus215","locus280",1,NA,NA,NA,1,NA,1,NA,1,0
"locus215","locus282",1,NA,NA,NA,1,NA,1,NA,1,0
"locus215","locus286",1,NA,NA,NA,1,NA,1,NA,1,0
"locus215","locus291",1,NA,NA,NA,1,NA,1,NA,1,0
"locus215","locus292",1,NA,NA,NA,1,NA,0.656752,NA,1,0
"locus215","locus296",1,NA,NA,NA,1,NA,1,NA,1,0
"locus215","locus301",1,NA,NA,NA,1,NA,0.276768,NA,1,0
"locus215","locus314",1,NA,NA,NA,1,NA,1,NA,1,0
"locus215","locus321",0.987474,NA,NA,NA,0.987474,NA,0.898368,NA,0.987474,0
"locus215","locus322",1,NA,NA,NA,1,NA,0.062904,NA,0.847686,0
"locus215","locus323",1,NA,NA,NA,1,1,0.51838,NA,1,0
"locus215","locus329",0.954032,NA,NA,NA,1,NA,1,NA,0.954032,0
"locus215","locus332",1,NA,1,NA,1,NA,1,NA,1,0
"locus215","locus358",0.415904,NA,NA,NA,0.62826,NA,0.62826,NA,1,0
"locus215","locus359",0.206408,NA,NA,NA,1,NA,1,NA,1,0
"locus227","locus231",1,1,NA,NA,1,NA,0.63159,NA,1,0
"locus227","locus235",1,0.647568,NA,NA,1,NA,1,1,1,0
"locus227","locus236",1,1,NA,NA,1,NA,1,0.853296,1,0
"locus227","locus237",1,1,NA,NA,1,NA,1,1,1,0
"locus227","locus239",1,1,NA,NA,1,NA,1,1,1,0
"locus227","locus248",1,1,NA,NA,1,NA,1,1,1,0
"locus227","locus256",1,0.18163,NA,NA,1,NA,1,NA,1,0
"locus227","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus264",1,1,1,NA,1,NA,1,NA,1,0
"locus227","locus274",0.08343,0.753126,NA,NA,1,NA,1,NA,0.564328,0
"locus227","locus280",1,0.68789,NA,NA,1,NA,1,NA,1,0
"locus227","locus282",1,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus286",0.22247,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus291",0.09485,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus292",1,1,NA,NA,1,NA,1,NA,0.32654,0
"locus227","locus296",0.89524,1,NA,NA,1,NA,1,NA,0.83047,0
"locus227","locus301",0.546576,1,NA,NA,1,NA,1,NA,0.38232,0
"locus227","locus314",1,1,NA,1,1,NA,1,NA,1,0
"locus227","locus321",1,0.88565,NA,NA,1,NA,1,NA,1,0
"locus227","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus323",1,1,NA,NA,1,1,1,NA,1,0
"locus227","locus329",1,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus332",1,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"locus227","locus360",0.86892,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus235",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus236",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus237",0.40352,0.40352,NA,NA,1,NA,1,NA,1,0
"locus231","locus239",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus248",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus256",0.229344,0.533032,NA,NA,0.14225,NA,0.5908,NA,0.40665,0
"locus231","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus264",1,1,1,NA,1,NA,1,NA,1,0
"locus231","locus274",1,1,NA,NA,1,NA,0.8608,NA,1,0
"locus231","locus282",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus286",0.839304,1,NA,NA,1,NA,0.75949,NA,1,0
"locus231","locus291",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus292",1,0.5601,NA,NA,1,NA,1,NA,0.841064,0
"locus231","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus301",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus321",1,0.884192,NA,NA,1,NA,0.26435,NA,1,0
"locus231","locus322",1,1,NA,NA,1,NA,0.28646,NA,1,0
"locus231","locus323",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus329",0.33039,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"locus231","locus360",1,0.43939,NA,NA,1,NA,1,NA,1,0
"locus235","locus236",1,1,NA,NA,1,NA,1,1,1,0
"locus235","locus237",0.959226,0.208908,NA,NA,0.71956,NA,1,1,0.759328,0
"locus235","locus239",0.24192,1,NA,NA,1,NA,1,1,1,0
"locus235","locus248",0.164556,1,NA,NA,0.855318,NA,0.59618,1,0.644712,0
"locus235","locus256",1,0.2809,NA,NA,1,NA,1,NA,1,0
"locus235","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus235","locus264",1,1,NA,NA,1,NA,1,NA,1,0
"locus235","locus274",1,1,NA,NA,1,1,1,NA,1,0
"locus235","locus280",1,0.1481,NA,NA,1,NA,0.640448,NA,1,0
"locus235","locus282",1,1,1,NA,0.871512,NA,1,NA,1,0
"locus235","locus286",0.31284,0.071172,NA,NA,1,1,1,NA,1,0
"locus235","locus291",1,1,NA,NA,1,NA,1,NA,1,0
"locus235","locus292",1,0.793044,NA,NA,1,1,1,NA,1,0
"locus235","locus296",1,0.27747,NA,NA,1,NA,1,NA,0.27747,0
"locus235","locus301",1,1,NA,NA,1,NA,1,NA,1,0
"locus235","locus314",1,0.98792,NA,NA,1,NA,1,NA,1,0
"locus235","locus321",1,1,NA,NA,1,NA,1,NA,1,0
"locus235","locus322",1,1,NA,NA,0.71026,NA,1,NA,1,0
"locus235","locus323",0.37622,1,NA,NA,1,NA,1,NA,1,0
"locus235","locus329",0.53186,0.759728,NA,NA,1,NA,1,NA,1,0
"locus235","locus332",1,1,NA,NA,1,NA,1,NA,0.57291,0
"locus235","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"locus235","locus359",1,0.74492,NA,NA,1,NA,0.73046,NA,1,0
"locus235","locus360",1,1,1,NA,1,NA,1,NA,1,0
"locus236","locus237",1,1,NA,NA,1,NA,0.332652,1,1,0
"locus236","locus239",1,1,NA,NA,1,NA,1,1,1,0
"locus236","locus248",0.88284,1,NA,NA,1,NA,1,1,1,0
"locus236","locus256",0.10098,1,NA,NA,1,1,1,NA,1,0
"locus236","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus264",0.1083,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus274",1,1,NA,NA,1,1,0.55788,NA,1,0
"locus236","locus280",0.55139,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus282",1,1,1,NA,1,NA,1,NA,1,0
"locus236","locus286",1,1,NA,NA,1,1,1,NA,1,0
"locus236","locus291",0.787072,0.679926,NA,NA,0.58563,NA,0.58563,NA,0.679926,0
"locus236","locus292",1,1,NA,NA,0.348492,1,1,NA,1,0
"locus236","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus301",1,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus314",1,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus323",0.69109,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus329",1,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus332",0.20144,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"locus236","locus359",1,0.7055,NA,NA,1,NA,1,NA,1,0
"locus236","locus360",0.21012,0.21012,NA,NA,1,NA,0.21012,NA,1,0
"locus237","locus239",1,1,NA,NA,1,NA,0.4104,1,1,0
"locus237","locus248",1,0.661284,NA,NA,0.71669,NA,0.909616,1,1,0
"locus237","locus256",1,0.3671,NA,NA,1,NA,1,NA,1,0
"locus237","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus237","locus264",1,1,NA,NA,1,NA,1,NA,1,0
"locus237","locus274",0.6324,1,NA,NA,1,1,1,NA,0.6324,0
"locus237","locus282",0.18584,1,1,NA,0.05322,NA,0.503376,NA,1,0
"locus237","locus286",0.983676,1,NA,NA,1,1,1,NA,1,0
"locus237","locus291",0.473328,1,NA,NA,0.19068,NA,0.18337,NA,1,0
"locus237","locus292",0.837156,0.837156,NA,NA,1,1,1,NA,1,0
"locus237","locus296",0.79594,1,NA,NA,1,NA,0.900392,NA,1,0
"locus237","locus301",1,1,NA,NA,0.60697,NA,1,NA,1,0
"locus237","locus314",1,1,NA,NA,1,NA,1,NA,1,0
"locus237","locus321",1,1,NA,NA,1,NA,1,NA,1,0
"locus237","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"locus237","locus323",1,1,NA,NA,1,NA,0.76608,NA,1,0
"locus237","locus329",0.19589,1,NA,NA,1,NA,0.284816,NA,1,0
"locus237","locus332",1,0.54164,NA,NA,1,NA,1,NA,1,0
"locus237","locus359",0.820536,0.820536,NA,NA,1,NA,0.575368,NA,0.33726,0
"locus237","locus360",0.663512,0.30377,NA,NA,1,NA,1,NA,1,0
"locus239","locus248",0.57092,1,NA,NA,1,NA,0.463968,0.57092,1,0
"locus239","locus256",0.98219,1,NA,NA,1,NA,1,NA,1,0
"locus239","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus239","locus264",1,0.981648,NA,NA,0.14327,NA,0.981648,NA,0.981648,0
"locus239","locus280",1,1,NA,NA,1,NA,1,NA,1,0
"locus239","locus282",1,1,1,NA,1,NA,1,NA,1,0
"locus239","locus286",0.321032,0.22038,NA,NA,1,1,0.22038,NA,1,0
