"Locus.1","Locus.2","p.val.Bird's Head-Summer_adj","p.val.Bird's Head-Winter_adj","p.val.HaevoSI-Summer_adj","p.val.HaevoSI-Winter_adj","p.val.IsabelSI-South_adj","p.val.Malaysia_adj","p.val.PNG_adj","num.sig.adj.p"
"locus137","locus286",1,0.470328,NA,NA,1,NA,1,0
"locus137","locus291",1,1,NA,NA,1,NA,1,0
"locus137","locus292",1,0.841504,NA,NA,1,NA,1,0
"locus137","locus296",0.772944,0.052192,NA,NA,0.622712,NA,0.275628,0
"locus137","locus301",1,0.87164,NA,NA,1,NA,1,0
"locus137","locus314",1,1,NA,NA,1,NA,1,0
"locus137","locus321",1,1,NA,NA,0.217112,NA,1,0
"locus137","locus322",1,1,NA,NA,1,NA,1,0
"locus137","locus323",1,1,NA,NA,0.185952,NA,1,0
"locus137","locus329",1,1,NA,NA,1,NA,1,0
"locus137","locus332",1,1,NA,NA,1,NA,1,0
"locus137","locus358",1,1,NA,NA,0.543352,NA,1,0
"locus137","locus359",1,0.659648,NA,NA,1,NA,1,0
"locus137","locus360",1,1,NA,NA,1,NA,1,0
"locus139","locus146",1,1,NA,1,1,NA,1,0
"locus139","locus148",1,1,1,1,0.135972,NA,1,0
"locus139","locus151",1,NA,NA,1,1,NA,0.412328,0
"locus139","locus161",1,1,NA,1,1,NA,0.3184,0
"locus139","locus165",1,1,NA,NA,1,NA,1,0
"locus139","locus170",1,1,NA,1,1,NA,1,0
"locus139","locus176",0.642912,NA,NA,NA,0.642912,NA,0.642912,0
"locus139","locus184",1,1,NA,1,0.45486,NA,1,0
"locus139","locus186",1,0.91414,NA,1,1,NA,1,0
"locus139","locus188",0.734784,1,NA,1,0.37532,NA,1,0
"locus139","locus189",1,1,NA,NA,1,1,1,0
"locus139","locus190",1,0.36069,NA,NA,1,1,1,0
"locus139","locus191",1,NA,NA,NA,1,1,1,0
"locus139","locus192",1,1,NA,NA,0.44884,1,1,0
"locus139","locus195",1,0.498348,1,NA,0.498348,1,1,0
"locus139","locus202",1,0.34666,NA,NA,1,1,1,0
"locus139","locus215",0.237728,NA,NA,NA,0.669848,0.371664,0.669848,0
"locus139","locus227",1,1,1,NA,1,1,1,0
"locus139","locus231",1,1,1,NA,1,NA,1,0
"locus139","locus235",0.35983,0.559704,NA,NA,1,1,0.451776,0
"locus139","locus236",0.12624,1,NA,NA,1,1,1,0
"locus139","locus237",0.67113,0.67113,NA,NA,1,0.99762,1,0
"locus139","locus239",0.985494,0.985494,NA,NA,0.71094,1,0.787272,0
"locus139","locus248",1,1,NA,NA,1,1,1,0
"locus139","locus256",1,1,NA,NA,1,NA,0.958888,0
"locus139","locus263",0.71954,1,1,NA,1,NA,1,0
"locus139","locus264",1,1,1,NA,0.08103,NA,1,0
"locus139","locus274",1,1,NA,NA,1,NA,1,0
"locus139","locus280",0.443208,0.40944,NA,NA,0.443208,NA,0.753482,0
"locus139","locus282",1,1,NA,NA,1,NA,1,0
"locus139","locus286",1,1,NA,NA,1,NA,1,0
"locus139","locus291",1,1,NA,NA,1,NA,1,0
"locus139","locus292",1,1,NA,NA,1,NA,1,0
"locus139","locus296",1,1,NA,NA,1,NA,0.942352,0
"locus139","locus301",0.724,1,NA,NA,1,NA,1,0
"locus139","locus314",1,1,NA,NA,1,NA,1,0
"locus139","locus321",1,1,NA,NA,1,NA,1,0
"locus139","locus322",1,1,NA,NA,1,NA,1,0
"locus139","locus323",1,1,NA,NA,0.385872,NA,1,0
"locus139","locus329",1,1,NA,NA,1,NA,1,0
"locus139","locus332",1,1,NA,NA,1,NA,1,0
"locus139","locus358",0.674604,1,NA,NA,0.674604,NA,0.474192,0
"locus139","locus359",1,1,NA,NA,1,NA,1,0
"locus139","locus360",0.373328,1,1,NA,1,NA,0.08475,0
"locus140","locus146",1,1,NA,1,1,NA,1,0
"locus140","locus148",1,1,1,1,0.120636,NA,1,0
"locus140","locus151",1,NA,NA,1,1,NA,0.40452,0
"locus140","locus161",1,1,NA,1,1,NA,0.30712,0
"locus140","locus165",1,1,NA,NA,1,NA,1,0
"locus140","locus170",1,1,NA,1,1,NA,1,0
"locus140","locus176",0.652836,NA,NA,NA,0.652836,NA,0.652836,0
"locus140","locus184",1,1,NA,1,0.46233,NA,1,0
"locus140","locus186",1,0.91144,NA,1,1,NA,1,0
"locus140","locus188",0.719848,1,NA,1,0.39645,NA,1,0
"locus140","locus189",1,1,NA,NA,1,1,1,0
"locus140","locus190",1,0.36788,NA,NA,1,1,1,0
"locus140","locus191",1,NA,NA,NA,1,1,1,0
"locus140","locus192",1,1,NA,NA,0.47197,1,1,0
"locus140","locus195",1,0.513348,1,NA,0.513348,1,1,0
"locus140","locus202",1,0.35393,NA,NA,1,1,1,0
"locus140","locus215",0.234064,NA,NA,NA,0.666916,0.377064,0.666916,0
"locus140","locus227",1,1,1,NA,1,1,1,0
"locus140","locus231",1,1,1,NA,1,NA,1,0
"locus140","locus235",0.3722,0.564714,NA,NA,1,1,0.456192,0
"locus140","locus236",0.12466,1,NA,NA,1,1,1,0
"locus140","locus237",0.66486,0.66486,NA,NA,1,1,1,0
"locus140","locus239",0.968046,0.968046,NA,NA,0.71843,1,0.782152,0
"locus140","locus248",1,1,NA,NA,1,1,1,0
"locus140","locus256",1,1,NA,NA,1,NA,0.954328,0
"locus140","locus263",0.73299,1,1,NA,1,NA,1,0
"locus140","locus264",1,1,1,NA,0.08239,NA,1,0
"locus140","locus274",1,1,NA,NA,1,NA,1,0
"locus140","locus280",0.439572,0.410184,NA,NA,0.439572,NA,0.75423,0
"locus140","locus282",1,1,NA,NA,1,NA,1,0
"locus140","locus286",1,1,NA,NA,1,NA,1,0
"locus140","locus291",1,1,NA,NA,1,NA,1,0
"locus140","locus292",1,1,NA,NA,1,NA,1,0
"locus140","locus296",1,1,NA,NA,1,NA,0.946256,0
"locus140","locus301",0.721376,1,NA,NA,1,NA,1,0
"locus140","locus314",1,1,NA,NA,1,NA,1,0
"locus140","locus321",1,1,NA,NA,1,NA,1,0
"locus140","locus322",1,1,NA,NA,1,NA,1,0
"locus140","locus323",1,1,NA,NA,0.386368,NA,1,0
"locus140","locus329",1,1,NA,NA,1,NA,1,0
"locus140","locus332",1,1,NA,NA,1,NA,1,0
"locus140","locus358",0.68937,1,NA,NA,0.68937,NA,0.480264,0
"locus140","locus359",1,1,NA,NA,1,NA,1,0
"locus140","locus360",0.37656,1,1,NA,1,NA,0.08238,0
"locus146","locus148",1,1,1,1,1,NA,1,0
"locus146","locus151",0.39308,NA,NA,1,1,NA,1,0
"locus146","locus157",1,NA,NA,NA,1,NA,1,0
"locus146","locus161",0.87952,1,NA,1,0.3566,NA,1,0
"locus146","locus165",1,1,NA,NA,1,NA,1,0
"locus146","locus170",1,1,NA,1,1,NA,1,0
"locus146","locus176",0.798216,NA,NA,NA,0.206232,NA,0.477916,0
"locus146","locus184",0.05433,0.767872,NA,1,1,NA,1,0
"locus146","locus186",1,1,NA,1,1,NA,1,0
"locus146","locus188",1,1,NA,1,1,NA,1,0
"locus146","locus189",1,1,NA,NA,1,1,1,0
"locus146","locus190",1,1,NA,NA,1,1,1,0
"locus146","locus191",1,NA,NA,NA,1,1,1,0
"locus146","locus192",1,1,NA,NA,0.87366,1,1,0
"locus146","locus195",1,1,1,NA,1,1,1,0
"locus146","locus202",0.205328,0.867836,NA,NA,0.14767,1,0.49803,0
"locus146","locus215",0.894364,NA,NA,NA,0.128776,0.156612,0.156612,0
"locus146","locus227",1,1,1,NA,1,1,1,0
"locus146","locus231",1,1,1,NA,1,NA,0.40418,0
"locus146","locus235",0.39517,0.39517,NA,NA,0.39517,1,1,0
"locus146","locus236",0.15152,1,NA,NA,1,1,1,0
"locus146","locus237",1,1,NA,NA,1,1,1,0
"locus146","locus239",1,1,NA,NA,0.76337,0.796768,1,0
"locus146","locus248",1,1,NA,NA,1,1,1,0
"locus146","locus256",0.074176,1,NA,NA,1,NA,1,0
"locus146","locus263",0.50653,1,1,NA,1,NA,1,0
"locus146","locus264",1,1,1,NA,1,NA,1,0
"locus146","locus274",1,0.773946,NA,NA,0.497016,NA,1,0
"locus146","locus280",1,1,NA,NA,1,NA,1,0
"locus146","locus282",1,1,NA,NA,1,NA,1,0
"locus146","locus286",0.690328,1,NA,NA,0.690328,NA,0.690328,0
"locus146","locus291",1,1,NA,NA,1,NA,1,0
"locus146","locus292",1,1,NA,NA,1,NA,1,0
"locus146","locus296",0.53544,0.558354,NA,NA,1,NA,1,0
"locus146","locus301",1,1,NA,NA,0.808176,NA,1,0
"locus146","locus314",0.879672,0.644238,NA,NA,0.879672,NA,0.206872,0
"locus146","locus321",1,1,NA,NA,1,NA,1,0
"locus146","locus322",1,1,NA,NA,1,NA,0.722088,0
"locus146","locus323",1,1,NA,NA,1,NA,1,0
"locus146","locus329",0.694408,0.694408,NA,NA,0.897016,NA,0.897016,0
"locus146","locus332",1,1,NA,NA,1,NA,1,0
"locus146","locus358",1,1,NA,NA,1,NA,1,0
"locus146","locus359",1,1,NA,NA,1,NA,1,0
"locus146","locus360",1,1,1,NA,1,NA,1,0
"locus148","locus151",1,NA,NA,1,1,NA,0.636096,0
"locus148","locus157",1,NA,NA,NA,1,NA,1,0
"locus148","locus161",1,0.84838,NA,1,0.84838,NA,1,0
"locus148","locus165",1,1,NA,NA,1,NA,1,0
"locus148","locus170",1,1,NA,1,1,NA,1,0
"locus148","locus176",1,NA,NA,NA,1,NA,1,0
"locus148","locus184",1,1,NA,1,0.40653,NA,1,0
"locus148","locus186",1,1,NA,1,1,NA,1,0
"locus148","locus188",1,1,NA,1,1,NA,1,0
"locus148","locus189",1,1,NA,NA,1,1,0.75969,0
"locus148","locus190",1,0.60697,NA,NA,1,1,1,0
"locus148","locus191",0.055256,NA,NA,NA,0.416928,1,1,0
"locus148","locus192",1,1,NA,NA,1,1,0.56006,0
"locus148","locus195",0.106788,1,1,NA,1,1,1,0
"locus148","locus202",1,1,NA,NA,1,0.71681,1,0
"locus148","locus215",1,NA,NA,NA,1,1,1,0
"locus148","locus227",1,1,1,NA,1,1,1,0
"locus148","locus231",0.459256,0.748,NA,NA,0.066872,NA,0.066872,0
"locus148","locus235",0.09344,1,NA,NA,1,1,1,0
"locus148","locus236",1,1,NA,NA,1,1,1,0
"locus148","locus237",0.90315,0.08787,NA,NA,0.90315,1,0.698736,0
"locus148","locus239",1,1,NA,NA,0.13378,1,1,0
"locus148","locus248",0.41816,1,NA,NA,1,1,1,0
"locus148","locus256",0.527968,1,NA,NA,1,NA,1,0
"locus148","locus263",1,1,1,NA,1,NA,1,0
"locus148","locus264",0.724168,0.54559,1,NA,1,NA,1,0
"locus148","locus274",0.623264,0.623264,NA,NA,0.96492,NA,0.96492,0
"locus148","locus280",1,1,NA,NA,0.703432,NA,0.802692,0
"locus148","locus282",1,1,NA,NA,1,NA,1,0
"locus148","locus286",1,1,NA,NA,0.605488,NA,1,0
"locus148","locus291",0.090832,1,NA,NA,1,NA,1,0
"locus148","locus292",1,1,NA,NA,1,NA,1,0
"locus148","locus296",1,1,NA,NA,0.259168,NA,1,0
"locus148","locus301",1,0.416712,NA,NA,0.935562,NA,1,0
"locus148","locus314",1,1,NA,NA,1,NA,1,0
"locus148","locus321",1,1,NA,NA,1,NA,1,0
"locus148","locus322",1,1,NA,NA,1,NA,1,0
"locus148","locus323",1,1,NA,NA,0.807856,NA,1,0
"locus148","locus329",1,1,NA,NA,1,NA,1,0
"locus148","locus332",1,0.4006,NA,NA,1,NA,1,0
"locus148","locus358",1,1,NA,NA,0.493008,NA,0.493008,0
"locus148","locus359",0.062752,1,NA,NA,1,NA,1,0
"locus151","locus157",0.801666,NA,NA,NA,1,NA,1,0
"locus151","locus165",0.418664,NA,NA,NA,0.249606,NA,0.418664,0
"locus151","locus170",0.848072,NA,NA,0.404212,0.376194,NA,0.36524,0
"locus151","locus184",1,NA,NA,1,1,NA,1,0
"locus151","locus186",1,NA,NA,1,1,NA,0.646744,0
"locus151","locus188",1,NA,NA,1,1,NA,1,0
"locus151","locus189",1,NA,NA,NA,0.786894,1,0.24092,0
"locus151","locus190",1,NA,NA,NA,0.60664,1,1,0
"locus151","locus191",0.855354,NA,NA,NA,0.855354,1,0.493096,0
"locus151","locus192",1,NA,NA,NA,1,1,1,0
"locus151","locus195",1,NA,1,NA,1,1,1,0
"locus151","locus202",1,NA,NA,NA,1,1,1,0
"locus151","locus215",1,NA,NA,NA,1,1,1,0
"locus151","locus227",1,NA,1,NA,1,1,0.71209,0
"locus151","locus231",0.930896,NA,NA,NA,0.930896,NA,0.78351,0
"locus151","locus235",1,NA,NA,NA,1,1,1,0
"locus151","locus236",1,NA,NA,NA,1,1,1,0
"locus151","locus237",1,NA,NA,NA,0.440688,1,1,0
"locus151","locus239",0.778648,NA,NA,NA,0.948384,1,1,0
"locus151","locus248",1,NA,NA,NA,0.269376,1,1,0
"locus151","locus256",1,NA,NA,NA,1,NA,1,0
"locus151","locus263",0.16112,NA,0.998652,NA,0.998652,NA,0.998652,0
"locus151","locus264",0.67908,NA,1,NA,1,NA,1,0
"locus151","locus274",1,NA,NA,NA,1,NA,1,0
"locus151","locus280",0.64086,NA,NA,NA,0.818792,NA,0.818792,0
"locus151","locus282",1,NA,NA,NA,1,NA,1,0
"locus151","locus286",1,NA,NA,NA,0.404214,NA,1,0
"locus151","locus291",1,NA,NA,NA,0.102762,NA,1,0
"locus151","locus292",0.681678,NA,NA,NA,0.822604,NA,0.681678,0
"locus151","locus296",0.154494,NA,NA,NA,0.270344,NA,0.270344,0
"locus151","locus301",1,NA,1,NA,1,NA,0.311704,0
"locus151","locus314",0.778868,NA,NA,NA,0.573816,NA,1,0
"locus151","locus321",1,NA,NA,NA,1,NA,1,0
"locus151","locus322",1,NA,NA,NA,1,NA,1,0
"locus151","locus323",0.862194,NA,NA,NA,0.862194,NA,0.862194,0
"locus151","locus329",1,NA,NA,NA,1,NA,1,0
"locus151","locus332",0.376194,NA,NA,NA,1,NA,1,0
"locus151","locus358",0.810604,NA,NA,NA,0.810604,NA,0.089142,0
"locus151","locus359",0.297198,NA,NA,NA,0.855836,NA,1,0
"locus151","locus360",1,NA,NA,NA,1,NA,1,0
"locus157","locus161",1,NA,NA,NA,1,NA,1,0
"locus157","locus165",0.569364,NA,NA,NA,1,NA,1,0
"locus157","locus170",1,NA,NA,NA,1,NA,1,0
"locus157","locus176",1,NA,NA,NA,1,NA,1,0
"locus157","locus184",1,NA,NA,NA,0.513876,NA,1,0
"locus157","locus186",1,NA,NA,NA,1,NA,1,0
"locus157","locus188",1,NA,NA,NA,1,NA,1,0
"locus157","locus189",0.163824,NA,NA,NA,1,1,1,0
"locus157","locus190",1,NA,NA,NA,1,1,0.925216,0
"locus157","locus191",1,NA,NA,NA,1,1,1,0
"locus157","locus192",0.623406,NA,NA,NA,0.272784,1,1,0
"locus157","locus195",1,NA,1,NA,1,1,1,0
"locus157","locus202",1,NA,NA,NA,1,1,1,0
"locus157","locus215",1,NA,1,NA,1,1,1,0
"locus157","locus227",1,NA,1,NA,1,1,1,0
"locus157","locus231",1,NA,NA,NA,1,NA,1,0
"locus157","locus235",1,NA,NA,NA,1,1,1,0
"locus157","locus236",0.122552,NA,NA,NA,0.892492,0.79958,0.580962,0
"locus157","locus237",0.160552,NA,NA,NA,0.799184,0.799184,0.44238,0
"locus157","locus239",1,NA,NA,NA,0.224472,1,1,0
"locus157","locus248",0.900944,NA,NA,NA,1,1,1,0
"locus157","locus256",1,NA,NA,NA,0.06921,NA,1,0
"locus157","locus263",0.16356,NA,1,NA,1,NA,0.689346,0
"locus157","locus264",0.971808,NA,NA,NA,0.971808,NA,1,0
"locus157","locus274",0.19671,NA,NA,NA,1,NA,1,0
"locus157","locus280",0.695024,NA,NA,NA,0.600612,NA,1,0
"locus157","locus282",0.694446,NA,1,NA,0.654992,NA,0.694446,0
"locus157","locus286",0.61698,NA,NA,NA,0.749868,NA,0.749868,0
"locus157","locus291",0.525016,NA,NA,NA,0.2946,NA,0.462568,0
"locus157","locus296",1,NA,NA,NA,1,NA,1,0
"locus157","locus301",1,NA,NA,NA,0.704304,NA,1,0
"locus157","locus314",1,NA,NA,NA,0.052752,NA,1,0
"locus157","locus321",1,NA,NA,NA,1,NA,0.533184,0
"locus157","locus322",1,NA,NA,NA,0.998766,NA,1,0
"locus157","locus323",0.265712,NA,NA,NA,0.197358,NA,0.805216,0
"locus157","locus329",0.620916,NA,NA,NA,0.158616,NA,0.624264,0
"locus157","locus332",1,NA,NA,NA,0.202818,NA,1,0
"locus157","locus358",0.61782,NA,NA,NA,0.492816,NA,1,0
"locus157","locus359",1,NA,NA,NA,0.916356,NA,1,0
"locus157","locus360",0.412624,NA,NA,NA,0.05274,NA,0.380936,0
"locus161","locus165",1,1,NA,NA,1,NA,1,0
"locus161","locus170",1,1,1,1,1,NA,1,0
"locus161","locus184",1,1,NA,1,0.44377,NA,1,0
"locus161","locus186",1,0.65511,NA,1,1,NA,0.65511,0
"locus161","locus188",0.512868,1,NA,1,0.426856,NA,0.34839,0
"locus161","locus189",1,1,NA,NA,1,1,0.48257,0
"locus161","locus190",1,1,NA,NA,0.81211,1,1,0
"locus161","locus191",1,NA,NA,NA,1,1,0.282344,0
"locus161","locus192",1,1,NA,NA,1,1,1,0
"locus161","locus195",1,1,1,NA,1,1,1,0
"locus161","locus202",1,1,1,NA,1,1,1,0
"locus161","locus215",1,NA,1,NA,1,1,1,0
"locus161","locus227",1,1,1,NA,1,0.85878,1,0
"locus161","locus231",1,1,NA,NA,1,NA,1,0
"locus161","locus235",1,0.67928,NA,NA,1,1,1,0
"locus161","locus236",0.96761,1,NA,NA,1,1,1,0
"locus161","locus237",1,1,NA,NA,0.64131,1,1,0
"locus161","locus239",1,1,NA,NA,1,1,1,0
"locus161","locus248",1,0.904656,NA,NA,0.41466,1,1,0
"locus161","locus256",0.968352,0.968352,NA,NA,0.968352,NA,0.749512,0
"locus161","locus263",1,1,1,NA,1,NA,1,0
"locus161","locus264",1,1,NA,NA,1,NA,1,0
"locus161","locus274",0.208008,0.560568,NA,NA,0.560568,NA,0.781968,0
"locus161","locus280",0.74976,0.74976,NA,NA,0.858232,NA,0.858232,0
"locus161","locus282",1,1,NA,NA,1,NA,1,0
"locus161","locus286",1,1,NA,NA,1,NA,1,0
"locus161","locus291",0.522264,1,NA,NA,1,NA,1,0
"locus161","locus292",1,0.14308,NA,NA,1,NA,1,0
"locus161","locus296",1,1,NA,NA,1,NA,1,0
"locus161","locus301",1,1,NA,NA,0.626744,NA,1,0
"locus161","locus314",0.273312,1,NA,NA,1,NA,1,0
"locus161","locus322",0.602336,1,NA,NA,0.998646,NA,1,0
"locus161","locus323",0.999472,1,NA,NA,1,NA,1,0
"locus161","locus329",1,1,NA,NA,1,NA,1,0
"locus161","locus332",1,0.45884,NA,NA,0.774828,NA,1,0
"locus161","locus358",1,1,NA,NA,1,NA,1,0
"locus161","locus359",1,1,NA,NA,1,NA,1,0
"locus161","locus360",1,1,NA,NA,1,NA,1,0
"locus165","locus170",1,1,1,NA,0.74953,NA,1,0
"locus165","locus176",0.476394,NA,NA,NA,0.825412,NA,0.825412,0
"locus165","locus184",1,1,NA,NA,1,NA,1,0
"locus165","locus186",1,1,NA,NA,1,NA,0.660064,0
"locus165","locus189",1,1,NA,NA,1,1,1,0
"locus165","locus190",1,0.54897,NA,NA,1,1,1,0
"locus165","locus191",1,NA,1,NA,0.82519,1,1,0
"locus165","locus192",0.42555,1,NA,NA,1,1,1,0
"locus165","locus195",1,1,1,NA,1,1,1,0
"locus165","locus202",1,1,1,NA,1,1,1,0
"locus165","locus231",1,1,NA,NA,0.335488,NA,1,0
"locus165","locus235",1,1,NA,NA,1,1,1,0
"locus165","locus236",1,1,NA,NA,1,1,1,0
"locus165","locus237",1,1,NA,NA,0.18939,1,1,0
"locus165","locus239",1,1,NA,NA,0.81652,1,1,0
"locus165","locus248",1,0.38934,NA,NA,1,1,1,0
"locus165","locus256",0.730188,0.730188,NA,NA,0.423424,NA,0.423424,0
"locus165","locus263",1,1,NA,NA,1,NA,1,0
"locus165","locus264",0.943472,1,NA,NA,0.943472,NA,1,0
"locus165","locus274",0.674064,0.18624,NA,NA,1,NA,0.355842,0
"locus165","locus280",1,1,NA,NA,0.843872,NA,1,0
"locus165","locus282",0.205856,1,NA,NA,0.301614,NA,1,0
"locus165","locus291",1,1,NA,NA,0.295136,NA,0.690474,0
"locus165","locus292",1,1,NA,NA,0.974598,NA,0.928744,0
"locus165","locus296",1,1,NA,NA,1,NA,1,0
"locus165","locus301",0.467848,0.111928,NA,NA,0.171432,NA,0.561288,0
"locus165","locus314",1,1,NA,NA,1,NA,0.429592,0
"locus165","locus321",1,1,NA,NA,1,NA,1,0
"locus165","locus322",1,1,NA,NA,1,NA,0.818016,0
"locus165","locus323",0.986476,0.986476,NA,NA,0.426784,NA,0.426784,0
"locus165","locus329",1,1,NA,NA,1,NA,1,0
"locus165","locus332",1,1,NA,NA,0.94644,NA,1,0
"locus165","locus358",1,1,NA,NA,1,NA,1,0
"locus165","locus359",1,0.449816,NA,NA,1,NA,1,0
"locus165","locus360",0.521664,1,NA,NA,1,NA,0.871002,0
"locus170","locus176",0.601992,NA,NA,NA,0.683564,NA,0.601992,0
"locus170","locus184",1,0.531,NA,1,0.40379,NA,1,0
"locus170","locus186",1,1,NA,1,1,NA,1,0
"locus170","locus188",1,1,NA,1,1,1,0.776148,0
"locus170","locus189",0.322224,1,NA,NA,0.23819,1,1,0
"locus170","locus190",1,1,NA,NA,1,1,1,0
"locus170","locus191",1,NA,NA,NA,1,0.949208,1,0
"locus170","locus192",1,1,NA,NA,1,1,1,0
"locus170","locus195",1,1,1,NA,1,1,1,0
"locus170","locus202",1,1,NA,NA,1,1,0.44024,0
"locus170","locus215",0.245488,NA,NA,NA,1,1,0.605892,0
"locus170","locus227",1,1,1,NA,1,0.846012,0.846012,0
"locus170","locus235",1,0.516984,NA,NA,0.50247,1,1,0
"locus170","locus236",0.504784,0.860156,NA,NA,0.19478,0.85706,0.553248,0
"locus170","locus237",0.81339,0.81339,1,NA,0.172608,1,1,0
"locus170","locus248",1,1,NA,NA,0.18919,1,1,0
"locus170","locus256",1,0.94782,0.671432,NA,1,NA,0.5755,0
"locus170","locus263",1,0.220024,NA,NA,1,NA,1,0
"locus170","locus264",1,1,NA,NA,1,NA,1,0
"locus170","locus274",1,0.104904,NA,NA,1,NA,1,0
"locus170","locus280",1,0.235698,NA,NA,1,NA,0.12476,0
"locus170","locus282",1,0.6282,NA,NA,0.6282,NA,1,0
"locus170","locus286",0.25268,1,NA,NA,1,NA,1,0
"locus170","locus291",1,1,NA,NA,1,NA,1,0
"locus170","locus292",1,1,NA,NA,1,NA,1,0
"locus170","locus296",0.741592,0.873436,NA,NA,0.741592,NA,0.741592,0
"locus170","locus301",1,1,NA,NA,1,NA,0.568376,0
"locus170","locus314",1,1,NA,NA,1,NA,1,0
"locus170","locus321",1,1,NA,NA,0.819176,NA,1,0
"locus170","locus322",1,1,NA,NA,1,NA,1,0
"locus170","locus323",0.940362,0.83224,NA,NA,0.940362,NA,0.940362,0
"locus170","locus329",0.730186,0.285824,NA,NA,0.285824,NA,0.285824,0
"locus170","locus332",1,1,NA,NA,1,NA,1,0
"locus170","locus358",0.668216,0.760194,NA,NA,0.892452,NA,0.78788,0
"locus170","locus359",1,1,NA,NA,1,NA,1,0
"locus170","locus360",0.701836,0.637026,NA,NA,0.065784,NA,0.701836,0
"locus176","locus184",0.85534,NA,NA,NA,0.676266,NA,0.740292,0
"locus176","locus186",0.7691,NA,NA,NA,0.124326,NA,0.7691,0
"locus176","locus188",0.152968,NA,NA,NA,1,1,0.517224,0
"locus176","locus189",1,NA,NA,NA,0.160336,1,1,0
"locus176","locus190",0.459288,NA,NA,NA,1,1,1,0
"locus176","locus191",1,NA,NA,NA,1,1,0.916872,0
"locus176","locus192",1,NA,NA,NA,1,1,1,0
"locus176","locus195",1,NA,1,NA,1,1,1,0
"locus176","locus202",1,NA,NA,NA,1,1,1,0
"locus176","locus215",0.817688,NA,NA,NA,1,1,1,0
"locus176","locus227",1,NA,1,NA,1,1,1,0
"locus176","locus231",0.907632,NA,NA,NA,1,NA,1,0
"locus176","locus235",1,NA,NA,NA,1,1,1,0
"locus176","locus236",1,NA,NA,NA,0.670904,1,1,0
"locus176","locus237",1,NA,1,NA,0.23839,1,1,0
"locus176","locus239",0.856626,NA,NA,NA,0.856626,0.271768,0.856626,0
"locus176","locus248",0.185226,NA,NA,NA,0.630864,0.630864,0.181904,0
"locus176","locus256",1,NA,1,NA,1,NA,1,0
"locus176","locus263",1,NA,NA,NA,1,NA,1,0
"locus176","locus264",0.498612,NA,NA,NA,0.183432,NA,0.55778,0
"locus176","locus274",1,NA,NA,NA,1,NA,1,0
"locus176","locus280",1,NA,NA,NA,1,NA,1,0
"locus176","locus282",1,NA,NA,NA,1,NA,1,0
"locus176","locus286",1,NA,NA,NA,1,NA,1,0
"locus176","locus291",1,NA,NA,NA,1,NA,1,0
"locus176","locus292",1,NA,NA,NA,1,NA,1,0
"locus176","locus296",1,NA,NA,NA,1,NA,1,0
"locus176","locus301",1,NA,NA,NA,0.310344,NA,1,0
"locus176","locus314",0.784422,NA,NA,NA,1,NA,1,0
"locus176","locus321",0.308034,NA,NA,NA,1,NA,1,0
"locus176","locus322",0.821604,NA,NA,NA,0.244878,NA,0.866112,0
"locus176","locus323",0.30552,NA,NA,NA,1,NA,1,0
"locus176","locus329",1,NA,NA,NA,1,NA,0.267156,0
"locus176","locus332",0.916422,NA,NA,NA,0.916422,NA,0.916422,0
"locus176","locus358",0.89793,NA,NA,NA,0.902032,NA,0.902032,0
"locus176","locus359",0.61902,NA,NA,NA,0.130014,NA,0.61902,0
"locus176","locus360",0.907936,NA,NA,NA,0.907936,NA,0.86589,0
"locus184","locus188",1,1,NA,1,1,1,1,0
"locus184","locus189",1,1,NA,NA,1,1,1,0
"locus184","locus190",1,1,NA,NA,1,1,0.23832,0
"locus184","locus191",1,NA,NA,NA,0.19496,1,1,0
"locus184","locus192",1,1,NA,NA,1,1,1,0
"locus184","locus195",1,1,1,NA,1,1,1,0
"locus184","locus202",0.965692,0.965692,NA,NA,0.48075,0.568,0.798864,0
"locus184","locus215",0.345776,NA,NA,NA,0.981288,0.981288,0.981288,0
"locus184","locus231",1,1,1,NA,1,NA,1,0
"locus184","locus235",0.31636,1,NA,NA,0.680856,1,1,0
"locus184","locus236",1,0.295104,NA,NA,1,1,0.13002,0
"locus184","locus237",0.31553,1,NA,NA,1,1,0.685896,0
"locus184","locus239",0.43166,1,NA,NA,1,1,1,0
"locus184","locus248",1,1,NA,NA,1,1,0.56626,0
"locus184","locus256",0.6836,0.6836,NA,NA,0.986216,NA,0.986216,0
"locus184","locus263",1,0.578368,NA,NA,0.578368,NA,0.6726,0
"locus184","locus264",1,0.36572,NA,NA,1,NA,1,0
"locus184","locus274",1,1,NA,NA,1,NA,0.299168,0
"locus184","locus280",1,0.904832,NA,NA,1,NA,1,0
"locus184","locus282",1,0.05132,NA,NA,1,NA,1,0
"locus184","locus286",1,0.69124,NA,NA,1,NA,1,0
"locus184","locus291",1,0.537792,NA,NA,0.345576,NA,1,0
"locus184","locus292",0.651846,0.904756,NA,NA,0.904756,NA,0.09104,0
"locus184","locus296",1,1,NA,NA,1,NA,1,0
"locus184","locus301",1,1,NA,NA,0.99904,NA,1,0
"locus184","locus314",1,1,NA,NA,1,NA,1,0
"locus184","locus321",1,1,NA,NA,1,NA,1,0
"locus184","locus322",0.650526,0.159096,NA,NA,0.670308,NA,0.670308,0
"locus184","locus323",1,1,NA,NA,1,NA,1,0
"locus184","locus329",1,1,NA,NA,1,NA,1,0
